card_token,card_owner_id,card_produced_time,profile_address_country,age_years,used_within_one_month
06590a3f-7ed7-404d-a483-a1bda56dfbd4,92078,2018-03-09 13:31:51,GB,42,True
067371e1-24a7-48b9-82eb-44189138b6a5,986127,2018-03-27 11:07:38,GB,68,True
067617aa-2fbc-49ea-82f2-82705d43de9e,4880667,2018-03-13 15:22:16,NL,29,True
0759443a-1edd-4ad8-919b-1f03b28a7b9a,1066081,2018-03-23 13:12:51,GB,42,False
07e7e829-fe2f-4913-a54a-f0388633cac3,3028915,2018-04-18 17:38:11,FR,64,True
07f3a4d4-1740-47b1-bbce-6586736e5e56,3658272,2018-02-13 18:43:23,DE,55,True
07f5e673-c318-4afe-aca5-26369edc7937,2342696,2018-03-16 21:32:58,GB,32,True
08084088-eba1-4d30-a2b3-81972d9c1abd,432935,2018-03-06 16:24:58,GB,50,True
083ed82e-f086-497a-a1da-1a4b60cb0022,5051898,2018-04-08 23:26:20,NL,26,True
084d21b9-9995-4a61-bc6c-bc3d6dfa80cd,1404015,2018-04-25 13:45:25,GB,46,True
08a8b9fe-3f67-4855-9d21-0a9c259c0f58,3900025,2018-03-24 16:40:03,ES,24,True
08b28dab-ef5e-4572-8b05-83de69b98b7c,2491787,2018-03-14 17:13:46,CZ,26,True
08ce2a1d-3111-48e1-8723-dc28ed24a149,2885617,2018-02-07 13:46:01,DE,35,True
09222682-27f6-4c89-969c-688aad50ea8a,2511649,2018-03-27 09:40:17,GB,43,True
09426faa-6310-4981-a88f-ec2faf23916c,287519,2018-03-26 14:29:22,GB,38,True
09a052a4-b25f-434c-8698-ef5bafbaa4f6,4461109,2018-03-03 10:19:39,GB,25,False
09cf53dc-dd14-40d9-9751-f073738f36b1,4335603,2018-04-16 01:25:03,GB,26,True
0a55fbf9-0350-4047-96f9-ace6942b132d,257058,2018-01-20 07:06:14,GB,29,False
0a6fe89d-9fb2-4799-a310-862db255d227,218383,2018-03-26 15:40:45,NL,42,True
0b7607ec-5c41-4aaa-b203-8c727a564bf6,1409137,2018-04-16 12:07:48,ES,27,True
0b898852-61a6-45ff-afa7-b3d023052006,2765204,2018-04-05 09:41:08,GB,28,True
0bdb3d94-5882-4f69-ab44-c3c0c79203c4,1381965,2018-02-14 11:39:33,GB,26,False
0c0a6b4d-1dde-42c2-976e-625c8d6b8423,5073237,2018-04-06 13:15:32,DE,35,True
0c53086f-6423-4612-ad7d-87e0eb9a7e30,4569932,2018-01-29 13:52:06,EE,33,True
0c5e5166-ef44-4d1b-80f2-77e1cf926843,1709134,2018-03-14 07:34:46,GB,33,False
0c7467bd-b22a-451d-9865-7815a29b3d61,5206257,2018-04-24 18:21:24,CH,36,True
0c94841c-bcf0-4271-bfc2-9aaecaa014f0,4749112,2018-03-20 14:13:04,EE,20,True
0ca35dcb-6609-42f0-add5-a0a16b44c138,2280048,2018-04-05 10:28:40,GB,49,True
0cb847d4-dd9d-4938-870b-946f24a4da9b,3898963,2018-04-01 04:44:24,GB,29,True
0cbf79c9-d57c-40b8-8bd1-9e9b09e4a295,4358038,2018-04-16 11:59:14,SE,30,True
0d19eab5-3cb9-4c00-ab54-96a52fee91e4,667113,2018-02-26 23:41:02,GB,31,True
0d9ad268-50e0-4471-a3a8-a8743fcab920,4880264,2018-03-15 16:45:44,GB,65,True
0de5cf8e-9000-49f2-8c1b-89f091964eeb,2786227,2018-02-27 13:36:15,GB,56,False
0e06c922-f2c1-487f-bf6e-7f69b468d5b6,2813543,2018-03-08 20:53:35,CH,38,True
0e2b3681-12cc-483c-9c69-9281a4df041b,874790,2018-04-03 16:54:24,NL,35,True
0e50c78f-8844-4dd3-bfd8-d10cd9392bd6,4168835,2018-03-19 19:04:36,DE,24,True
0f60246e-75f5-4aeb-8b21-ba3e6163af41,3255380,2018-02-13 02:49:11,IE,42,False
0f712a4b-a755-4c4f-a888-ec6aa85816c6,309016,2018-01-29 20:03:40,FR,43,True
0f7cdc65-accd-412a-91b0-40d65fedc4fa,3950391,2018-03-19 12:10:28,PT,28,True
10192a2a-843e-4276-a31a-e6d8a739c9fc,4052,2018-02-09 14:33:25,EE,30,False
10319eaa-d029-4dde-bda4-9d3c1a38405d,1220489,2018-04-07 08:44:38,GB,29,True
1066f5b2-f358-40a3-b4a3-1b875a1a2388,2271829,2018-04-05 18:04:48,SE,26,True
10846fd2-f44c-4655-a732-642c4a3e6518,2984008,2018-02-15 17:31:17,IE,30,True
109ab341-5945-40c9-b914-f869840488ea,225608,2018-04-10 18:35:34,GB,48,True
10b655f7-290b-4592-9fa9-d74843244901,2710890,2018-02-28 14:47:35,NL,51,True
10e0755b-9e70-4cbc-8f95-b968bdabc2d0,2077682,2018-03-07 17:53:38,GB,28,True
118250a4-ad85-4c9f-84b3-a51a9ceca5f0,86189,2018-03-07 01:21:58,GB,47,True
1191f0a6-fcf4-4627-a736-397e18d38918,3726734,2018-02-28 13:31:41,DK,45,True
1192d89a-a5ae-4883-8933-19912bf54420,1200024,2018-01-09 14:13:46,GB,32,False
11e02897-f719-49d1-9c99-4ee91ad12054,4577545,2018-01-26 11:39:52,EE,24,False
12621fba-2b9e-436c-a69b-d5c2579ed907,168632,2018-03-14 14:49:04,AT,32,False
127b0120-c12f-45af-8da1-23efb21edd1c,2308829,2018-03-14 14:45:40,IE,38,True
128bbe2b-ddd2-4f0b-85b2-99f50967c6cb,4561745,2018-01-18 19:40:04,GB,69,True
12b17b98-e2c7-40d2-89bf-a2889b40662c,2939281,2018-03-27 14:27:12,HR,25,True
12ca7ce9-e3bc-4542-b206-aec7ee7d0cae,4877793,2018-03-13 18:35:53,RO,42,True
12ede20b-97a6-40e7-998b-07f25788cac1,3267855,2018-03-27 11:20:49,PL,30,True
12ee90bb-b6a5-4ef9-94d7-732bb12c5595,4569884,2018-01-29 14:08:40,EE,36,True
12f04e17-a43f-4160-98a0-3ac8043a7072,331979,2018-03-06 15:25:25,FR,56,True
134a47b9-353f-4cac-89c9-78c1cd6438f1,4640135,2018-02-09 17:09:55,IT,20,True
1350d607-473f-4624-b3a0-67869114b4c7,1511620,2018-03-08 10:22:37,GB,43,True
13a0a556-2a96-4dd1-b6ac-a17c6bb8ec7e,1197673,2018-02-27 09:49:03,FI,28,True
13d4c97f-0818-4ec5-9802-84a9f1f5ba43,3537234,2017-10-25 15:29:03,ES,41,False
1433b95d-1ac8-46e4-9ddc-8f55540162c6,1743411,2018-04-22 20:14:00,DE,33,True
149d2b35-2dbd-4c41-ab7d-adeefb1bfed4,3268618,2018-02-13 13:33:27,GB,31,True
14fdb499-eb98-43f6-ade4-ace5fd6f76dc,1507896,2018-03-14 20:54:42,GB,46,True
15ddb995-f0c8-45da-ab82-b42fea20d5e8,3681958,2018-02-12 19:09:36,GB,25,True
162987a0-808f-4ece-ac3b-4f1ac8cfc1e8,3291202,2018-02-20 17:21:36,FR,34,True
163827ca-8e58-4cc2-a9cf-97219c68632c,3675422,2018-01-30 10:59:36,GB,27,False
16f9146d-b5c8-409c-838d-0d45f3251962,4115104,2018-02-13 10:14:46,GB,31,False
174804bf-2352-4ab4-b96f-f5cedf340906,1911248,2018-02-09 19:45:57,CH,41,True
175f791f-e3b6-4620-b227-c866129d5db7,188076,2018-02-28 11:47:08,DK,47,True
1762ba08-1e0c-4087-a0ea-724c3c114990,5083173,2018-04-18 23:55:25,GB,28,True
18376787-cd49-4101-95e5-15ae25fea07e,319063,2018-01-22 11:59:23,GB,54,True
1843641a-7cb7-4eeb-9bd4-0e64245e47bb,1594183,2018-03-06 15:04:52,NO,25,False
18765253-7d99-484b-a7c5-45a7ea890624,1604988,2018-04-09 15:49:36,GB,30,True
187f9657-a406-4408-b5bc-6e7825b03116,43889,2018-01-19 09:11:31,GB,34,True
1922f555-f63f-42c0-a93f-2fafa987a871,3391729,2018-02-07 14:09:00,GB,48,False
19445dda-17fe-4928-821a-25446b4d2e59,1183971,2018-04-19 18:45:54,DE,26,True
19641ab1-8402-421f-b8d0-76751b133f3a,3321112,2018-03-15 18:29:36,HU,36,False
19877d23-f5fb-429e-ab5d-7bbac29c4f93,2879856,2018-04-04 20:42:39,ES,28,True
198e3867-f7cd-4a1f-b982-aefae12ed1d0,1194993,2018-04-08 12:58:01,GB,55,True
19bcb4e1-657d-45e0-821b-a5ea56c9d7d4,4808409,2018-03-19 19:09:04,DE,29,True
1a04a744-0132-4d9e-9a8d-fdd0cbaffb04,4782044,2018-03-27 10:21:21,DK,24,True
1a89cb54-c6f8-4652-810a-60dfcacddee4,4549839,2018-02-13 17:22:38,GB,48,True
1a8c12e7-d74f-4aa4-8ee6-d6e15a3f8147,4329933,2018-02-06 23:29:38,GB,29,False
1ac4bfa1-0f9c-4690-9050-36be30153b11,4491216,2018-02-02 12:47:22,ES,48,True
1b9c13f3-b586-4840-ad1e-fbc0021257d9,3068404,2018-02-03 18:18:47,DE,56,False
1b9eba73-4a63-44ad-9019-23c6c38184dd,3551029,2018-02-02 19:42:47,GB,23,False
1bbac5b6-813f-426d-b6fd-f5d3bd623032,918016,2018-01-09 14:45:21,GB,66,True
1bc9f41c-9c4f-4ea8-bb97-d131ab52edc1,4154194,2018-03-19 18:08:21,SE,37,True
1bed4b2f-28c6-4032-bc7d-676384d1eb9b,1367909,2018-03-14 16:54:51,CY,41,True
1bf69618-7d55-4c9a-954d-207561b9af7a,4487201,2018-03-08 15:00:11,GB,31,True
1c3926a1-5615-4197-a8a8-f19df76d3861,1935519,2018-04-05 11:41:46,GB,26,True
1ca1dc18-a253-44d5-8fe5-79780e09ad6d,50118,2018-01-12 16:48:27,GB,43,True
1d68cca4-5b9c-4acb-9068-0852d0778831,4687175,2018-03-12 23:04:33,DE,26,True
1dd8a7d2-5719-4b56-9432-f4f40131a4f3,47289,2018-03-09 16:28:16,GB,33,True
1e1e0c03-ba32-4bbc-adfc-5fa33ae038d7,1841454,2018-03-26 13:27:02,DE,25,True
1e4a0a3b-6951-4d65-a49a-ac88a9d36224,4766862,2018-03-19 19:05:07,GB,34,True
1f32fea2-ec61-47f4-8440-f4c35dec53b0,2777949,2018-03-27 09:38:40,CZ,32,True
1f4c2dbb-f033-45c1-aef4-4348c345d4b9,3243847,2018-02-22 17:42:18,ES,23,False
1f58acbc-b4e9-4352-9476-b449e6df5a64,847267,2018-04-06 05:17:43,DE,30,True
1f6b12b8-f3ff-4128-b45f-2cbd18fe3c8b,3236132,2018-01-15 16:39:51,GB,49,False
20019174-d08e-4b16-a9eb-bf800ab0f1c6,2418306,2018-03-22 20:50:29,GB,62,True
203d05c5-2d31-4eda-a825-f1059fc6a11d,430049,2018-03-14 08:05:12,CH,37,True
2100567b-20de-487a-a0fc-db0c085f0606,13225,2018-01-09 19:09:37,GB,34,False
21128eb5-9d14-4ad9-9a8d-4fd2ffc797ac,4070313,2018-02-13 11:20:01,GB,37,True
21cc6a4a-7723-4e22-badb-62e17eeadf65,448597,2018-01-12 11:52:57,GB,27,False
21f1da06-0748-45dd-829f-eed8062674b5,3969293,2017-12-18 16:27:52,GB,24,False
2213b097-b788-4d58-8cbf-d233d635002a,146038,2018-04-25 16:36:43,GB,33,True
22e96a36-b310-4254-9543-4cb99d15bc2f,4827525,2018-02-27 13:39:54,GB,31,True
23c5a323-c221-411b-9c8f-09787d94a3a3,2805314,2018-04-25 16:58:27,GB,38,True
23db0104-f14a-4bf0-9e21-95d393d06eab,2115093,2018-04-19 10:01:53,ES,36,True
241d0a92-8c56-47f9-96a0-3bbcd7c9c931,433250,2018-03-06 19:40:13,CZ,64,True
2492e79e-6013-4910-8b56-e341240866a9,3917966,2018-02-06 16:23:30,GB,34,True
2496bf36-84de-43a8-885d-5edf441e7b0c,2711684,2018-02-16 09:53:27,GB,48,True
24cc1bdf-892a-4432-8679-7856c07e33c8,538094,2018-04-02 11:58:14,SE,52,True
24f35989-9ff1-433c-9974-bfad7be1663b,1495807,2018-01-11 19:52:53,GB,33,True
252eded8-071a-4b64-bf24-d3629d6b1add,2513724,2018-03-14 15:28:15,GB,37,False
26126009-f99e-444a-9383-62d5d88eef32,70577,2018-01-18 19:57:24,PL,36,True
2699e998-1aa1-4608-9ea7-859c57f0b19b,1503460,2018-01-18 16:16:49,GB,47,True
26e4a199-48a5-4056-8e48-7d6e5210e824,4935121,2018-04-16 12:16:16,CH,30,True
271f1d2d-6a6c-4508-8016-8bfa7725a32c,2401202,2018-03-26 15:35:45,FR,32,True
27242074-2eff-4ef8-bed1-4fb803c5d330,1669482,2018-03-19 20:37:58,IE,44,True
2771f82b-ab12-4ce5-9b5b-06e6d05ac609,4635824,2018-02-07 14:06:56,GB,38,True
277743c4-148f-4579-aefa-8757975c32c4,735640,2018-02-01 20:12:52,DE,30,True
27a0db3e-c4db-4d87-806c-13b34f2013a4,2670537,2018-02-25 16:03:56,DE,27,True
283d5197-f10e-428f-892f-cde481d7110e,4768693,2018-03-15 12:58:06,GB,27,True
2865fe85-a4b8-4a42-893a-4fca4a04ccba,2618758,2018-03-13 15:37:40,DE,25,True
28fbcd44-8c4b-485e-b80a-06ea9c6bdead,4630444,2018-03-23 07:30:16,HU,39,True
29022e50-8cb4-4eed-a4af-6d0641fae4e2,4547606,2018-03-26 18:00:37,GB,46,True
2927d6e6-da4c-495b-94b7-10cd4fb5ff11,1176863,2018-03-13 18:09:24,ES,58,True
2961ec1c-a73d-49e5-8f42-4ea80cea876e,4883648,2018-03-18 18:40:27,RO,25,True
29757877-520a-49f6-bcc3-6c8ac1084147,289991,2018-03-20 09:40:38,EE,33,True
2979fea4-b9b5-4ae1-bf37-4fccfe5f9c8f,3963134,2018-03-25 09:49:03,CH,38,True
298a9e23-7a7f-4e6c-86a4-bf6b2efb4fc3,4922923,2018-03-27 10:29:21,PT,39,True
2a5c6bd9-262c-443c-823b-4c5b832fd528,2656339,2018-02-12 16:06:37,CH,42,True
2aa789dc-5d94-479c-9d67-1bcd00e04e27,95016,2018-03-09 23:11:44,NO,36,True
2ab4df66-8a68-4957-ba3d-8f58d0e32ace,1249072,2018-02-08 16:26:28,HU,27,False
2ad64103-4327-4f17-a8b6-89ebc671ec15,35526,2018-03-06 20:48:25,ES,36,True
2ae0abc3-47ac-47dd-a8d1-0ac6dc010f96,2505949,2018-03-20 15:54:50,GB,31,True
2affea7f-3157-4a8b-baea-681d75d064fd,2333412,2018-03-09 22:02:02,CH,32,True
2b069be8-60fb-46e3-b5fe-bc0b7e2312b2,4020567,2018-04-18 15:14:30,IE,65,True
2b13c176-0117-44c2-961a-d6c77663cdda,68860,2018-03-15 18:46:49,CH,46,True
2b4af85a-2fb3-4ba0-800d-cdf10f79bbcb,2965139,2018-03-08 15:49:16,GB,52,True
2b7029d1-3099-4276-b893-b3f770990a9e,4523762,2018-01-15 16:05:56,HU,36,True
2b708b99-f4dc-4b73-a796-572335b265b9,1692960,2018-02-06 15:20:15,NO,34,True
2b906755-bb31-4333-bf58-f3faf8e04b32,5157160,2018-04-17 15:26:40,GB,39,True
2b90737b-fa9e-4883-97e9-dfd16644bb42,3333378,2018-03-08 12:53:41,IT,30,False
2bd2b6fa-fae1-45dc-a31b-2d77a58f5948,2188505,2018-02-08 15:38:30,ES,29,True
2bfac441-b965-4cf4-a9c1-ac45e308118e,1900520,2018-03-22 14:52:16,GB,43,False
2c016bf2-3724-4641-b5e6-d31c356af1f7,4298817,2018-01-29 13:33:58,DE,36,False
2c2e14a5-2137-4490-b43b-accd5c5284ea,5078541,2018-04-11 17:38:59,DE,27,True
2c5cace4-50dc-4550-94a2-6d4c55d5b1c3,1008230,2018-02-02 13:04:58,GB,40,False
2c7df8b7-c96c-48b6-b345-c44621837ae9,3977546,2018-02-23 15:45:31,LV,26,False
2c934fa6-bc4d-44c9-844b-7544f79adb9f,164568,2018-01-18 16:08:38,GB,26,True
2c9376cc-57d4-4ac5-9811-68233ba4c3d7,78968,2018-02-06 15:21:14,ES,42,True
2db09890-2d84-4934-a333-18ec23ee2421,3667166,2018-04-03 14:10:10,NL,49,True
2dc108d5-7d08-4ee7-900f-c44039da3559,2798731,2018-03-09 16:27:25,GB,26,True
2e267af2-f09a-49e9-abf0-48fb83a44265,2217472,2018-01-29 11:44:19,GB,26,True
2ea31e56-cc0a-4a8c-aa94-4580903cb1d6,521037,2018-03-28 06:08:23,GB,25,True
2eaad2b0-9b5b-401b-b89f-088a8d7583fa,3649591,2018-03-19 22:06:20,IE,29,True
2eca7a74-82fd-477b-8693-8deb2255fa5d,4539,2018-02-03 22:59:36,GB,49,False
2ef437f7-2302-4e7d-9b92-3562c8b4b646,3298080,2018-02-23 10:48:52,SE,31,False
2ef7ebd2-6032-473f-8f41-a6267446b470,168951,2018-04-06 10:29:29,FR,41,True
2f0b310f-d1b5-466e-8a62-67d7b002ce18,3510,2018-04-07 20:16:46,GB,30,True
2f14fa6f-9358-4f88-af2c-bc8ebc296080,1844009,2018-03-08 13:18:37,PT,35,False
2f9efb96-ed28-412b-a374-10287420d9be,1671786,2018-02-19 10:46:49,GB,36,True
2fb13cb3-825b-4526-a68a-c329e662da7c,240089,2018-01-09 15:48:15,EE,30,True
2fd57e3a-8e78-4057-951a-dc30cb671170,5083363,2018-04-17 11:14:02,CZ,43,True
2fea7838-ead6-4fcf-9c52-28f07e3cc659,2990525,2018-01-09 13:47:12,GB,34,True
2fff7316-ff85-461f-ab98-645348c7abbf,1268734,2018-03-26 08:19:14,CH,35,True
300cc2e8-9143-46a5-9cfc-f488b3842a39,4403033,2018-03-17 12:56:58,GB,24,True
303e60a6-b273-432e-9454-bc0872ba8e4c,1555436,2018-03-08 17:46:28,BE,32,True
30fc4a4e-8e5b-4163-ac95-cc5c9808ad48,4151866,2018-03-16 17:48:02,EE,43,True
311413fd-e856-48b2-b0f8-4b324a4cb417,3834302,2018-02-15 19:59:06,GB,26,False
31398d1d-843e-44d4-80ca-594a4999bb52,4376754,2018-02-28 11:00:18,NL,43,True
313d1ece-ab7e-4e5c-925f-c28a852f080c,2035570,2018-02-09 13:50:35,GB,39,True
315cf5b9-df03-48cb-a3e8-50038bd91a94,1974747,2018-04-18 15:55:20,GB,38,True
3187b4cc-9f56-475c-b5f1-1522fa22cb8d,4577354,2018-03-24 18:14:37,GB,24,True
318a640d-3cc7-44d8-82f1-85ed2abbedd5,3293370,2018-03-23 12:10:31,GB,44,True
31ea3a2b-24da-4d2a-abaa-749921ef28cf,4828828,2018-03-17 10:12:10,GB,66,True
32317442-5ca5-4659-bcc1-a304a1ce9b07,4757106,2018-02-28 11:08:44,NL,31,True
32431c3f-7cba-4a04-b593-40474274d089,2220516,2018-02-05 19:53:36,ES,37,False
32755a98-ef4e-49cc-bbe4-34c12b42aaaf,4831913,2018-03-15 16:42:34,FI,37,True
329d4ec5-3d33-4141-8e28-e72abc07e2bd,622513,2018-03-18 10:26:37,CH,35,False
32c7ab0a-e0f9-4f4c-a85b-62c7bef6049f,1292489,2018-02-23 07:06:15,ES,38,True
32e46636-309f-4fe1-a077-709b76711a07,1529019,2018-02-27 22:21:48,IE,27,True
32e8b3aa-c353-4164-91cf-966c59eac121,905013,2018-02-20 09:28:28,ES,63,False
32f621ff-6d44-479e-8c01-877b587ab588,1237380,2018-02-16 11:24:37,HU,53,True
33a38fc5-b00a-4bad-846e-f2cde36fdc97,2198802,2018-03-31 20:41:04,GB,47,True
33dda2e2-52f2-4340-b015-151eb491528d,1548987,2018-03-01 00:14:34,DK,63,False
34af8bad-86fd-409a-89a7-d42ac5a70266,2669951,2018-03-21 14:45:44,NL,35,True
34cc3f36-73c1-48bd-a424-1d88bcabe2cc,544050,2018-03-08 12:05:25,GB,33,True
354d5aac-c569-48c2-ae19-eb4667cbb98b,218632,2018-04-18 16:38:49,DE,29,True
35af14b3-ea42-43a8-86b8-9ee7b22836c4,1773953,2018-02-02 16:17:57,GB,79,False
35ceb747-1cd9-4bbc-97ac-8ce4a61b2336,1606621,2018-02-14 15:02:09,SK,25,True
36657850-970c-4418-b4a9-f674c1cdc874,5036875,2018-04-05 17:17:48,GB,34,True
3722487d-c81e-49c1-9d7a-dbcf82514e69,320033,2018-03-14 17:29:37,PT,27,False
37671b0a-bc88-46e3-8a97-26c6fee7e564,1308845,2018-02-27 10:02:04,DE,39,True
37bba6ea-0b31-4aad-b471-205c601d85e3,973051,2018-03-16 07:46:00,RO,35,True
37c1674e-66e9-4725-ac1d-0c9665adb31e,1457998,2018-02-16 09:11:48,GB,39,True
3815f4c5-d72a-45a0-be0e-5de4df1fe7c9,1043435,2018-03-26 14:08:36,DE,28,False
3816f497-1795-4024-8589-cbd80c8c72b3,4665703,2018-02-12 21:42:15,GB,27,True
381f59d1-4d4b-4e96-8eb2-116541800132,2585178,2018-03-22 09:42:31,IT,37,True
383f7dae-b0d0-4764-95ad-0870d1eb3e7f,2634244,2018-04-18 05:15:23,FI,27,True
38460a05-c9ca-49ca-ae72-5ae2026e2b07,334590,2018-02-06 17:43:20,GB,79,False
3897e097-80fd-4cc1-8df1-b60c5ac03981,189120,2018-01-30 13:24:16,CH,27,True
390b8c56-11f2-4dc4-9e34-66feb8c569dc,1053011,2018-04-05 15:47:32,GB,38,True
39477767-5107-4119-8f8f-93cb1bcacdd8,98098,2018-01-18 16:15:21,GB,37,False
39d8a659-6a7c-4fc7-bdc0-e85bbe0e670b,1119345,2018-02-07 13:16:28,CH,23,True
39da0811-1fd3-466b-890e-19002d5c32e7,1240451,2018-03-07 12:05:02,GB,52,True
3a1c228a-0a60-41e3-a37f-215d54a5c698,569744,2018-03-26 12:34:58,CZ,37,True
3a286007-430e-4e89-91f8-5a2b058574e1,1151321,2018-02-21 21:19:00,CZ,23,True
3a72aa1c-ae55-4b9c-9d57-54dbfe3d6b11,1814,2018-02-15 14:47:02,SI,33,True
3a971774-4fbc-4b2f-b28b-4b7f52dadc91,3454190,2017-10-20 06:40:34,EE,24,False
3af2f181-cc56-4883-a73f-09dcb2a6fbe7,3113344,2018-02-20 14:38:23,IT,34,True
3afbe6a6-8e5d-4b7d-ad73-a627f975259d,1710436,2018-02-13 08:27:28,NO,37,False
3ba100e6-7503-4b99-9b38-2901e82c1eb3,2113672,2018-01-29 14:30:34,PA,33,True
3bbd8b1b-94fd-4f94-bba1-f8ade1365a5a,2938385,2018-03-23 16:50:35,FR,48,True
3bd73743-984c-4a11-9e23-eeeb0f227059,3017961,2018-02-08 22:05:13,GB,34,True
3c156daf-f23e-4689-ad2d-9db090b83088,821093,2018-04-19 13:31:24,DE,36,True
3c643427-570b-439f-9013-3cad81024391,2708307,2018-04-18 15:01:26,GB,36,True
3cc4930c-ef99-45ac-848c-93814ae9bca2,615845,2018-03-13 19:59:03,HU,54,True
3cf5d6b7-506c-4083-9794-e0e3fcbbb3be,4653662,2018-02-09 13:22:20,GB,29,True
3d37becc-372c-457f-85e7-5180d788cce3,4965216,2018-03-28 04:37:11,ES,28,True
3d3dc71b-e00b-4e9a-af35-2e4ae726fb39,5145304,2018-04-13 12:46:42,CH,28,True
3d64975b-31b2-4ae5-8e39-1fcf239ad4ee,5066020,2018-04-18 21:18:45,LT,41,True
3d74e56f-1519-461a-bf07-14ae335815b5,5015887,2018-03-26 16:30:29,GB,51,True
3d7c424c-08d0-429e-b1ea-c554626f6d08,1709290,2018-01-29 12:23:04,GR,35,True
3dcf0adc-c5eb-45b7-8a2c-3de3b68c3a6c,1886894,2017-10-19 21:27:01,IT,29,False
3e41cd89-792f-40b1-ac0c-21e31d2be725,177752,2018-04-25 06:27:23,GB,51,True
3e635a35-ba17-4930-bbf1-fb900e87c312,1398293,2018-03-08 20:20:13,GB,25,True
3e78896e-1fe4-4fe1-8273-0bf57c75bdf0,1786546,2018-01-24 14:52:00,HU,23,True
3e99498e-2371-4520-8565-d5015afdc399,3290772,2018-03-26 13:28:22,GB,38,True
3eae272e-e527-49e0-bf2b-8dc1ea012cb7,4849137,2018-03-13 18:07:00,NO,20,True
3ee7a4d9-12a9-4c4e-9122-45d964915c08,190015,2018-02-28 10:19:41,GB,31,False
3f131fd8-18e4-4636-bea7-e697cebca507,2043158,2018-02-15 12:51:36,FR,42,True
3f221b02-03d2-47e9-8841-ec509f2a7a78,97888,2018-02-13 17:55:49,GB,44,False
3f27e995-6460-4976-8c40-df37846b353e,145591,2018-03-01 21:05:04,EE,28,True
3f5f3fc0-3265-4415-8a0e-2b02ade4198e,4632139,2018-02-27 11:07:15,GB,36,True
3f606b84-a128-422e-a82d-0ec0b0fad48a,4547090,2018-03-12 15:30:23,DK,22,True
3f63be78-eff1-4cfe-96ef-7daf58d1850b,5171998,2018-04-25 18:42:35,GB,27,True
3f80395e-bfbd-480d-a701-418e58471c45,8918,2018-03-03 18:12:42,GB,28,True
3f96b449-0411-4015-9bf9-593b629d33a0,5703,2018-01-18 19:26:54,GB,33,False
3faf336a-7cd8-42a3-81fe-07b73594bc6d,5032117,2018-04-09 15:38:50,GB,57,True
3fc2bf47-abee-4496-a3e2-38193ffb2d49,362736,2018-03-27 21:13:32,NO,33,True
40051d01-e63d-4527-a9e6-92aa18885715,1757236,2018-03-26 15:18:31,PL,36,True
40781b63-e2ea-46e1-811f-2eab5efde6ad,179429,2018-03-28 11:36:03,CZ,31,True
40a4fece-5b8c-4937-ad52-69d6ef8e77a6,2485929,2018-02-28 19:01:28,DE,52,True
40a89a2a-93e0-4ce5-bb30-0768bd578988,3691988,2018-03-27 09:49:24,DE,38,True
4126ae9a-58ee-4280-8eaf-322f72c4ea2d,1560130,2018-04-04 13:28:47,DK,71,True
417bbf61-2d54-4518-bfe9-6bfda7797c27,3226369,2018-03-01 06:31:01,GB,50,False
41cbd210-67b6-4bac-92b1-22c0a792d29a,2439652,2018-04-19 09:16:43,CH,31,True
