card_token,card_produced_time,card_owner_id,is_active,profile_address_country,age_years,email_domain,card_delivery_country,card_delivery_city
5ed88a59-183d-4235-8f85-29ca23a147d7,2017-10-26 13:36:26,2519091,TRUE,EE,28,gmail.com,EE,Tallinn
df3367af-718e-4e6d-b089-d8b289ff8f48,2017-10-27 8:51:06,1519743,TRUE,EE,30,gmail.com,EE,Tallinn
4276e10c-693c-4bd9-99e0-4b399281bed7,2017-12-14 16:26:10,3895731,TRUE,GB,29,gmail.com,GB,London
88ecc14b-a799-4670-b93f-27683571d6d0,2017-12-18 13:53:00,4341910,TRUE,GB,28,gmail.com,GB,London
21f1da06-0748-45dd-829f-eed8062674b5,2017-12-18 16:27:52,3969293,TRUE,GB,24,outlook.com,GB,Biggleswade
4dd9bcc6-ae07-4962-aa3f-0a851e1e7580,2017-12-18 21:44:22,4341950,TRUE,GB,27,gmail.com,US,Tampa
ce5c89b0-2b16-468f-a07d-855b2c0acb8c,2017-12-20 22:58:35,4342007,TRUE,GB,30,transferwise.com,GB,London
28d7d92b-0760-43c8-b410-8c6f0e2e2a74,2018-01-09 12:36:13,95674,TRUE,GB,62,uea.ac.uk,GB,Norwich
66388c26-ed9b-4337-adc8-815f19767ab4,2018-01-09 12:38:22,310908,TRUE,GB,59,memsolutions.co.uk,GB,Sutton Coldfield
dc2f7ee8-8b91-433e-ae77-e477429ddb82,2018-01-09 12:38:53,1287868,TRUE,GB,36,gmail.com,GB,Shepshed
4f6e3924-dd7c-4ae2-b30c-2d45a1817f0e,2018-01-09 12:47:46,310090,TRUE,GB,41,gmail.com,GB,Blackburn
ad685fe1-1861-4752-851a-5ff7636d29b6,2018-01-09 12:51:35,17933,TRUE,GB,68,gmail.com,GB,Sandbach
4d5eea8a-2565-4b20-a59a-3376a27634de,2018-01-09 12:54:11,80418,TRUE,GB,49,revomark.co.uk,GB,Lightwater
ccaab19c-1733-44fb-af45-dea324aced03,2018-01-09 13:03:03,3666678,TRUE,GB,59,gmail.com,GB,Witney
ddf0415f-30bf-4323-9120-e8ca07cdf5eb,2018-01-09 13:03:50,1506625,TRUE,GB,40,gmail.com,GB,Kent
8932c9ac-426f-4b80-a82c-0b3fcf236e52,2018-01-09 13:22:27,102143,TRUE,GB,66,smartserve.net,GB,Chester
596772ba-9598-44b9-9ad1-4d9992630ac6,2018-01-09 13:29:52,23977,TRUE,GB,47,psicote.org,GB,London
048baf32-f73d-40f3-aacf-99a3f26118cd,2018-01-09 13:37:03,3924843,TRUE,GB,66,yahoo.co.uk,GB,Wokingham
ccfd1ad9-c242-42ad-ada4-e347ad76b275,2018-01-09 13:42:57,1086801,TRUE,GB,40,ltkscott.co.uk,GB,Shoeburyness
6022e51e-c1b2-45e9-a068-32c73b0410c9,2018-01-09 13:43:50,74081,TRUE,GB,48,tim-taylor.com,GB,Edinburgh
2fea7838-ead6-4fcf-9c52-28f07e3cc659,2018-01-09 13:47:12,2990525,TRUE,GB,34,gmail.com,GB,London
7098f3fb-3283-4dd0-824d-ee78354bf03b,2018-01-09 13:55:45,4163,TRUE,GB,35,yahoo.com,GB,Derby
1192d89a-a5ae-4883-8933-19912bf54420,2018-01-09 14:13:46,1200024,TRUE,GB,32,gmail.com,GB,Nottingham
1bbac5b6-813f-426d-b6fd-f5d3bd623032,2018-01-09 14:45:21,918016,TRUE,GB,66,btinternet.com,GB,Walton on Thames
e26fab93-bf5c-43cd-b03b-7ac87ba703ee,2018-01-09 14:50:21,615526,TRUE,GB,49,the-sillitos.com,GB,Leamington Spa
a9893fe2-b8e7-4cf7-9606-e91d45b98571,2018-01-09 15:35:34,1272657,TRUE,GB,78,ntlworld.com,GB,London
2fb13cb3-825b-4526-a68a-c329e662da7c,2018-01-09 15:48:15,240089,TRUE,EE,30,transferwise.com,GB,London
28fd517b-d6ae-4bee-b037-f01909c527a6,2018-01-09 18:45:56,3388478,TRUE,GB,37,salesforce.com,GB,London
2100567b-20de-487a-a0fc-db0c085f0606,2018-01-09 19:09:37,13225,TRUE,GB,34,yahoo.com,GB,Binfield
7e76d9f6-67cc-467a-8430-4d791ccdeab1,2018-01-09 20:43:17,12260,TRUE,GB,63,chilloutbreak.com,GB,Bideford
51b2aabf-85b2-4636-aa36-2a0bcaa23515,2018-01-09 21:40:53,2031027,TRUE,GB,42,cnsoftware.co.uk,GB,Glasgow
9c42753a-d79d-43ee-9fd7-9d1b41ea9a27,2018-01-10 9:18:56,184893,TRUE,GB,60,gmail.com,GB,London
f0242eb9-09d1-411c-b062-a9ea6271cc07,2018-01-10 9:51:46,2165090,TRUE,GB,23,gmail.com,GB,London
ccc7f10e-7bea-4f10-b2b9-9f38347b4a75,2018-01-10 11:47:28,1898112,TRUE,GB,25,jublo.net,GB,Woodlesford. Leeds
815e8e17-2bbd-47bc-a7eb-f891d46d9af9,2018-01-10 16:14:40,3889,TRUE,GB,57,ymail.com,GB,Clacton on Sea
9d68eec1-58cb-4345-acd2-8ded96b97e69,2018-01-10 18:36:57,3773124,TRUE,GB,36,gmail.com,GB,Weston Super Mare
c6af3fa9-9deb-4589-a969-650d65b6ec84,2018-01-11 8:00:15,529125,TRUE,GB,36,transferwise.l33t.guru,GB,London
7de29e55-175f-440c-b0d7-a4478260b1bc,2018-01-11 11:30:15,30881,TRUE,GB,36,gmail.com,GB,Bristol
ad454af4-171e-4003-a035-7d445859feda,2018-01-11 13:52:20,954695,TRUE,GB,26,mac.com,GB,London
ee916f94-a398-4ec4-ad58-f444557313ff,2018-01-11 13:53:03,621888,TRUE,GB,57,gmail.com,GB,Preston
718daf0b-4914-48fd-b7ce-f30fe108add1,2018-01-11 13:53:52,141676,TRUE,GB,39,gmail.com,GB,London
b3016653-a9ec-4d3b-9d1e-28d456ad4648,2018-01-11 13:54:48,424577,TRUE,GB,48,gmail.com,GB,Sutton Coldfield
d36961df-22bf-4cd1-a71d-17f3dd2c38be,2018-01-11 13:57:47,469073,TRUE,GB,40,googlemail.com,GB,Bromley
21f0274c-121d-4a67-9d10-3beb7dd5a933,2018-01-11 13:58:24,717774,TRUE,GB,37,gmail.com,GB,London
8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,2018-01-11 13:59:42,44890,TRUE,GB,31,gmail.com,GB,Harrow
42ae1691-6916-4b6a-accf-149198af19e0,2018-01-11 14:00:40,340363,TRUE,GB,33,centralny.info,GB,Aberford
5ef43510-3451-41fe-bd4e-bcc82217e7b0,2018-01-11 14:03:38,233656,TRUE,GB,56,clarioncomputers.co.uk,GB,Leeds
bbbdba31-594e-4037-aa43-80b4a399e104,2018-01-11 14:06:47,106834,TRUE,GB,35,diegor.it,GB,Cambridge
c963c386-54c0-43cc-93a0-cfdcabd491f0,2018-01-11 14:11:48,1152270,TRUE,GB,53,hedleyconsulting.com,GB,Callander
d7c1758b-4190-4d4e-a014-56d45e1ca88f,2018-01-11 14:13:18,283682,TRUE,GB,35,gmail.com,GB,London
91e147ad-56c9-4a1d-9d85-754bbe994a96,2018-01-11 14:13:53,1266679,TRUE,GB,42,gmail.com,GB,Cambridge
f4a447fc-ac59-4558-b115-cd8f4213442f,2018-01-11 14:14:06,545573,TRUE,GB,40,gmail.com,GB,Sutton coldfield
b2025bc9-ce4b-4ea8-9d4b-c2e16df26ef7,2018-01-11 14:16:05,38116,TRUE,GB,59,gmail.com,GB,Arbroath
9b329e03-eb1d-4194-a672-f708a44742c4,2018-01-11 14:27:26,1147381,TRUE,GB,32,gmail.com,GB,london
a0b89157-6915-4d1c-8abf-761880a0bc1e,2018-01-11 14:27:35,161358,TRUE,GB,41,hammoud.co.uk,GB,London
7650d737-6c85-4043-843b-bba312811d93,2018-01-11 14:30:48,1124759,TRUE,GB,45,icloud.com,GB,London
af026a1f-0c7b-442d-b706-df5c63b842fe,2018-01-11 14:34:29,23692,TRUE,GB,43,outlook.com,GB,Witham
b1a928dc-dddb-472e-93ea-ac7c9fe27d97,2018-01-11 14:39:06,1240332,TRUE,GB,34,gmail.com,GB,London
f864e393-c4ec-4633-b7a8-2e8ac12879c1,2018-01-11 15:02:28,298497,TRUE,GB,45,yahoo.com,GB,Wokingham
4cdf260b-1ecc-4802-9d8f-6e131deeaa8d,2018-01-11 15:07:03,33930,TRUE,GB,38,hotmail.com,GB,Burton on Trent
06d8de83-96fd-4161-bfd9-9c193782f378,2018-01-11 15:39:23,2791815,TRUE,GB,21,gmail.com,GB,Hayes
75d1715a-129e-489f-8229-ae2c11f31691,2018-01-11 15:43:45,145735,TRUE,GB,30,rutgers.edu,GB,London
0762dd01-b5a1-4c5e-858e-480f75c3807b,2018-01-11 16:43:44,37704,TRUE,GB,37,aol.com,GB,London
6d6efb66-7b9f-4da0-90e5-933c0c7cf7a9,2018-01-11 17:00:05,1537,TRUE,GB,60,gmail.com,GB,london
24f35989-9ff1-433c-9974-bfad7be1663b,2018-01-11 19:52:53,1495807,TRUE,GB,33,gmail.com,GB,London
f23a965d-3673-4ade-a635-f9c33314e1de,2018-01-11 23:01:10,143501,TRUE,GB,66,hotmail.com,GB,abergele
28b8faa0-721b-4f0c-9003-d72b9633d200,2018-01-12 9:37:51,1835158,TRUE,GB,32,gmail.com,GB,London
a7c08678-e70e-40c3-9016-35c3e9cbfe83,2018-01-12 9:43:58,221596,TRUE,GB,49,davidbull.com,GB,London
0852ade6-f889-48f5-a313-50dd8327ddc3,2018-01-12 11:14:22,895338,TRUE,GB,54,thehyde.com,GB,Norwich
008ad56e-e1c9-4910-9f68-6053b3dda584,2018-01-12 11:17:26,816650,TRUE,GB,38,jenal.org,GB,London
21cc6a4a-7723-4e22-badb-62e17eeadf65,2018-01-12 11:52:57,448597,TRUE,GB,27,gmail.com,GB,Oxford
d8da9273-f730-4520-bebd-98176194d72b,2018-01-12 11:57:19,125822,TRUE,GB,56,me.com,GB,Haverfordwest
014eb0bc-64df-4966-a0ba-e7f3a59ff72d,2018-01-12 15:26:47,839941,TRUE,GB,36,exhorto.net,GB,London
1ca1dc18-a253-44d5-8fe5-79780e09ad6d,2018-01-12 16:48:27,50118,TRUE,GB,43,rocketmail.com,GB,Brighton
62918956-bf47-419a-bc38-aa6a235100d7,2018-01-12 20:25:52,10725,TRUE,GB,63,mac.com,GB,Oxford
bf5e1527-29b8-4a3c-ba48-6c1d4eed636d,2018-01-13 1:57:25,939230,TRUE,GB,28,hotmail.com,GB,Milton Keynes
f240a0bd-da48-4cd3-a1fb-70ba3c0bd937,2018-01-13 15:44:25,155813,TRUE,GB,37,mac.com,GB,Derby
1c153e08-ed2c-4cf1-b74c-c05acac30c93,2018-01-13 22:41:50,823188,TRUE,GB,45,gmail.com,GB,London
5bdca114-aea8-49c6-998e-f817c0dd2b04,2018-01-14 0:35:17,3017807,TRUE,GB,34,gmail.com,GB,London
e71e39c0-96af-41cd-a955-01f5880953d4,2018-01-14 19:11:12,295071,TRUE,GB,31,gmail.com,GB,London
7a57f216-1f4c-429b-9176-389847bedd02,2018-01-14 21:33:41,532340,TRUE,GB,36,gmail.com,GB,Colchester
aa7e61f0-c8a1-40e2-a4a8-607aaaf4e0b4,2018-01-15 10:01:31,1469848,TRUE,GB,35,hotmail.com,GB,London
495eb303-27cd-4866-92b3-60b5c4a6fdcc,2018-01-15 11:47:16,317093,TRUE,GB,50,btinternet.com,GB,London
2b7029d1-3099-4276-b893-b3f770990a9e,2018-01-15 16:05:56,4523762,TRUE,HU,36,transferwise.com,GB,London
1f6b12b8-f3ff-4128-b45f-2cbd18fe3c8b,2018-01-15 16:39:51,3236132,TRUE,GB,49,minifm.co.uk,GB,Bickley
053cff0d-4c8b-4bdd-886d-79933c1ea876,2018-01-15 17:14:52,41059,TRUE,GB,36,tpg.com.au,GB,Glasgow
62558d8f-228b-4416-8451-b5d7bf96d50b,2018-01-16 8:32:59,974369,TRUE,GB,37,yahoo.co.uk,GB,ST. LEONARDS-ON-SEA
1ded1440-1d7e-4f3b-89e6-dd5c781ad93a,2018-01-17 11:19:53,382481,TRUE,EE,37,transferwise.com,GB,London
d8b165f9-7d3a-4a89-ab1d-b44dfc720879,2018-01-17 13:37:13,1245705,TRUE,GB,54,vanbregt.com,GB,Ferring
d2438497-9290-4f2e-bb62-03de16d304af,2018-01-17 19:21:23,1548937,TRUE,HU,34,gmail.com,GB,London
0dc7c7e3-d30c-42d1-ad03-03d59f4d3462,2018-01-18 14:14:07,37773,TRUE,GB,42,yahoo.com,GB,london
7517e51d-81ee-45e0-989c-4957ec26fd19,2018-01-18 15:43:09,76165,TRUE,GB,28,gmail.com,GB,Edinburgh
1ea6b37f-34f7-4c2e-93b3-1e1d93b9c34d,2018-01-18 15:43:10,153102,TRUE,GB,35,gmail.com,GB,Reading
b2ce863c-8b6c-4ca5-a773-0a7306483415,2018-01-18 15:43:53,4224868,TRUE,GB,42,gmail.com,GB,Glasgow
e616eddd-3aab-4c53-b854-a929210da28b,2018-01-18 15:44:18,132379,TRUE,GB,42,workatt.com,GB,Maidenhead
ec0c33e8-595d-4d19-9b6d-f7cdb4937202,2018-01-18 15:46:26,6064,TRUE,GB,41,celsopinto.com,GB,London
9cbef627-8783-49b9-914a-a160bbb13e76,2018-01-18 15:46:33,92889,TRUE,GB,37,gmail.com,GB,Ryde
26d3c18e-4cdc-4831-af4f-ac8d63290841,2018-01-18 15:47:42,120941,TRUE,GB,31,gmail.com,GB,London
4cb431bc-cd3c-46ef-afa0-9b700824abef,2018-01-18 15:47:54,3155000,TRUE,GB,32,gmail.com,GB,London
a4d385fc-e123-4bc6-b645-63f91316ae4c,2018-01-18 15:48:43,125119,TRUE,GB,29,gmail.com,GB,London
d4c4d718-dc9e-43a8-82d6-619334741c98,2018-01-18 15:49:46,196001,TRUE,GB,45,darval.com,GB,Edinburgh
855b9f1f-7885-4af6-894a-88e0cb2411b5,2018-01-18 15:49:50,2608,TRUE,GB,34,gmail.com,GB,London
7fccc463-9e4c-44da-9ff4-41ee98b90946,2018-01-18 15:49:52,3774529,TRUE,GB,22,fanbytes.co.uk,GB,Brentwood
95089890-24b5-4929-a8ad-09de3a71db81,2018-01-18 15:50:29,10045,TRUE,GB,37,samkelly.co.uk,GB,Nuneaton
8b3f58f3-6dd4-43de-a614-53c403701f37,2018-01-18 15:52:18,287555,TRUE,GB,29,gmail.com,GB,London
fe662786-cffd-422a-902d-64adb7dd6d4b,2018-01-18 15:52:43,144333,TRUE,GB,29,gmail.com,GB,Maidenhead
4c0f0c8f-8e31-4f4f-a84e-a3b0438f93c2,2018-01-18 15:53:13,176837,TRUE,GB,31,gmail.com,GB,London
b1165af9-dc1d-420b-b74e-ae058fbb353c,2018-01-18 15:53:46,194899,TRUE,GB,36,yahoo.fr,GB,London
338bc126-6539-4942-8530-55e4cbe62286,2018-01-18 15:55:56,69988,TRUE,GB,52,msn.com,GB,Sedbergh
872b5507-3e81-4113-b7f4-dabdcbf7a2ca,2018-01-18 15:56:35,23188,TRUE,GB,39,gmail.com,GB,Southampton
509dac20-1ca1-4a08-94f8-b31f77d8b920,2018-01-18 15:58:17,102606,TRUE,GB,36,gmail.com,GB,London
b21c8201-0bad-409e-84cd-a881a1f94e8f,2018-01-18 16:06:46,382637,TRUE,GB,31,yahoo.fr,GB,London
2c934fa6-bc4d-44c9-844b-7544f79adb9f,2018-01-18 16:08:38,164568,TRUE,GB,26,gmail.com,GB,Canterbury
d71da8e3-a1c3-4dbc-acb9-810664dbe488,2018-01-18 16:13:44,35738,TRUE,GB,28,gmail.com,GB,London
39477767-5107-4119-8f8f-93cb1bcacdd8,2018-01-18 16:15:21,98098,TRUE,GB,37,gmail.com,GB,London
2699e998-1aa1-4608-9ea7-859c57f0b19b,2018-01-18 16:16:49,1503460,TRUE,GB,47,yahoo.com,GB,Milton Keynes
db67b231-0540-43a3-84f1-00b1265ef4ed,2018-01-18 16:19:54,376515,TRUE,GB,55,yahoo.com.sg,GB,Kent
e37ddf32-f958-45b6-b308-8c50f65ce67d,2018-01-18 16:24:18,180250,TRUE,GB,33,hotmail.com,GB,Edinburgh
0645919b-f2b4-4369-a9dd-70e8325228be,2018-01-18 16:25:00,308389,TRUE,GB,72,gmail.com,GB,BRISTOL
d884a97c-5a75-4585-a3ca-199bdbe3b2dd,2018-01-18 16:27:30,140399,TRUE,GB,44,gmail.com,GB,petersfield
fd3c93ca-6955-436d-b047-577d0877aa8e,2018-01-18 16:33:59,3547331,TRUE,GB,32,gmail.com,GB,Shrewsbury
92da30bc-c93a-49d5-bae2-27cf0b79e330,2018-01-18 16:36:05,187613,TRUE,GB,46,gmail.com,GB,Emsworth
a9f7ffc9-1997-43fe-8384-cec30c5d15d9,2018-01-18 16:39:37,1959840,TRUE,GB,38,hotmail.co.uk,GB,London
c5cd6d90-04fa-48c4-a9d3-01b0d56e30c0,2018-01-18 16:41:49,460979,TRUE,GB,40,gmail.com,GB,London
f7334744-4b28-49a5-bc85-4cad290c20a6,2018-01-18 16:43:31,935197,TRUE,GB,25,gmail.com,GB,London
551e4e72-d6ae-4779-970a-d78b75e5295d,2018-01-18 16:48:14,332380,TRUE,GB,58,aol.com,GB,Moreton
8b56a9ba-6034-420c-84db-71974bb5a4e6,2018-01-18 16:52:55,221855,TRUE,SE,43,gmail.com,GB,Bristol
8c4380bd-4937-4934-89ce-8eb925b36bc1,2018-01-18 16:56:05,3457277,TRUE,GB,38,gmail.com,GB,Edinburgh
9ebf9e80-7544-4edc-a3cf-7d8d3a053468,2018-01-18 16:59:37,415265,TRUE,GB,32,gmail.com,GB,London
7534319d-cac2-4098-96b8-5920dd6d0fdd,2018-01-18 17:01:37,112744,TRUE,GB,35,me.com,GB,Taunton
e294deea-00cf-4876-b29b-e1ef19d1988f,2018-01-18 17:04:57,107050,TRUE,GB,34,gmail.com,GB,London
e597efd5-c7fb-4b72-960d-ac78806d7798,2018-01-18 17:15:09,220197,TRUE,GB,51,gmail.com,GB,Todmorden
ff3ac9f4-7aa2-4d05-bbf8-b838432f8a3b,2018-01-18 17:19:31,881964,TRUE,GB,32,gmail.com,GB,Edinburgh
a1da6c53-c070-4309-9bc9-66b79d85bf8f,2018-01-18 17:22:38,4447971,TRUE,GB,28,hotmail.com,GB,South Shields
521cc2c4-8873-4a50-960c-be421406d896,2018-01-18 17:23:59,331290,TRUE,GB,38,evershelfapp.com,GB,Oxford
8bd7a7fc-6f8e-404a-89b0-ed8081c20709,2018-01-18 17:24:26,18924,TRUE,GB,56,heathylea.co.uk,GB,Baslow
cf4f5994-9ed7-40f6-82cf-a68b104c0b61,2018-01-18 17:27:57,587869,TRUE,GB,31,outlook.com,GB,London
bdbeea0e-4fbd-47a9-8478-00e8b7dc8085,2018-01-18 17:30:22,265,TRUE,GB,38,gmail.com,GB,Glasgow
7ac52161-214d-4b55-aecf-cda7c3c3e502,2018-01-18 17:52:03,195042,TRUE,GB,36,gmail.com,GB,London
9246ab6e-8e73-4ec9-b816-06fac6c1adbb,2018-01-18 18:13:09,1902737,TRUE,GB,34,gmail.com,GB,Exeter
56807546-029d-4849-9d54-7cc8a5b8d894,2018-01-18 18:13:33,318783,TRUE,GB,51,btinternet.com,GB,Walton on Thames
691dca23-8229-43c0-920b-282a9dc94fc2,2018-01-18 18:25:41,7325,TRUE,GB,44,yahoo.com,GB,Harrow
6a89e973-1872-463d-8300-d4823068f6f5,2018-01-18 18:43:30,1245419,TRUE,GB,47,me.com,GB,London
a07a1c4c-652c-4216-a422-ae815b465b72,2018-01-18 18:44:30,58037,TRUE,GB,35,gmail.com,GB,London
59eb71f4-117e-4a29-930c-3a7dc52358db,2018-01-18 18:51:52,4547401,TRUE,GB,35,yahoo.co.uk,GB,Harpenden
3f96b449-0411-4015-9bf9-593b629d33a0,2018-01-18 19:26:54,5703,TRUE,GB,33,gmail.com,GB,Stockport
128bbe2b-ddd2-4f0b-85b2-99f50967c6cb,2018-01-18 19:40:04,4561745,TRUE,GB,69,theatreset.com,GB,Abergavenny
26126009-f99e-444a-9383-62d5d88eef32,2018-01-18 19:57:24,70577,TRUE,PL,36,gmail.com,GB,London
d654c057-338f-44d6-ada4-9831761b7781,2018-01-18 20:08:35,232459,TRUE,GB,44,gmail.com,GB,coventry
7b018270-2bcb-41c2-a951-573dccd866f2,2018-01-18 21:17:46,119395,TRUE,GB,44,me.com,GB,Bristol
69929d1f-c52c-4aff-b62f-528380fd3330,2018-01-18 21:20:15,155776,TRUE,GB,27,gmail.com,GB,London
82d12702-1bd4-4306-8f2b-552c361ed24b,2018-01-18 21:23:50,114144,TRUE,GB,53,gmail.com,GB,London
6800585d-7df1-46d6-98d5-5bc05f3e6db8,2018-01-18 21:54:10,7162,TRUE,GB,40,buaba.com,GB,London
702a547f-c0f1-474a-b349-f451c7914fd8,2018-01-18 22:43:46,105878,TRUE,GB,44,gmail.com,GB,London
66365ab4-7d53-406f-9237-33d59b2b62b2,2018-01-18 23:56:20,79973,TRUE,GB,41,hotmail.com,GB,London
6cf15beb-79f9-495c-a29f-7555aeb542b3,2018-01-19 0:19:09,146215,TRUE,GB,70,ntlworld.com,GB,High Wycombe
c053c7aa-f3be-40d1-839c-9fe68e1df52c,2018-01-19 0:30:43,253052,TRUE,GB,62,gmail.com,GB,Wellingborough
485b12b5-d59d-4327-ba42-f7464e926079,2018-01-19 6:45:58,146558,TRUE,GB,50,me.com,GB,Taplow
73b20b7c-365c-4ba8-85d5-36cbc364a54e,2018-01-19 7:54:15,1329256,TRUE,GB,33,gmail.com,GB,London
01b11e30-4eca-410c-a9b0-133d505ee12c,2018-01-19 7:56:01,74055,TRUE,GB,38,gmail.com,GB,London
187f9657-a406-4408-b5bc-6e7825b03116,2018-01-19 9:11:31,43889,TRUE,GB,34,gmail.com,GB,London
cb8cdf38-8c50-4a29-85d4-9692154634ce,2018-01-19 10:05:47,274058,TRUE,GB,54,davidnappfineart.com,GB,WORTHING
ea91ac86-e818-4a99-a1d4-05cb4261ebec,2018-01-19 10:06:20,127199,TRUE,GB,74,gmail.com,GB,Norwich
8e7d0dde-be08-4864-8425-f02072859257,2018-01-19 10:49:48,1517376,TRUE,GB,70,johnkay.com,GB,London
f354ff83-0928-4de0-adcb-b417baac805d,2018-01-19 10:55:55,26497,TRUE,GB,43,gmail.com,GB,Rotherham
b2ed7f4d-832e-4532-9ba7-a6476f9eca27,2018-01-19 11:27:12,34061,TRUE,GB,28,hotmail.com,GB,Peterborough
24877f08-afa5-4de6-a776-3dd7e6e69421,2018-01-19 14:21:11,393376,TRUE,GB,50,gmail.com,GB,Edinburgh
d3dd0799-2e78-4244-8bf1-700ad9027ba0,2018-01-19 14:30:55,1468942,TRUE,GB,31,gmail.com,GB,London
641c2271-707f-4543-9753-0653febcd8fc,2018-01-19 15:07:04,58405,TRUE,GB,47,gmail.com,GB,Solihull
162bbbc9-d60b-4006-8499-88523f245129,2018-01-19 17:30:49,801030,TRUE,GB,25,me.com,GB,Surrey
cdf36363-afa4-48ec-be02-7fc9767c0697,2018-01-19 21:35:55,179042,TRUE,GB,42,zienkiewi.cz,GB,Swindon
defefc24-5804-400b-aba5-52c5b79c7de5,2018-01-19 21:46:58,1022875,TRUE,GB,58,gmail.com,GB,London
0a55fbf9-0350-4047-96f9-ace6942b132d,2018-01-20 7:06:14,257058,TRUE,GB,29,gmail.com,GB,Alton
c871086a-e4b7-4e84-adaa-f9d3d512606b,2018-01-20 13:03:32,92203,TRUE,GB,55,GOOGLEMAIL.COM,GB,KINGSTON UPON THAMES
a05baaa7-8c55-4a06-ba8c-b134dba352b5,2018-01-20 14:36:37,689949,TRUE,GB,38,gmail.com,GB,London
99ae03a2-c817-4ec2-8b01-af77fb8b9697,2018-01-20 17:17:30,2152326,TRUE,GB,30,gmail.com,GB,London
9f06b5e6-fef0-490b-9e12-0b9d02631dbd,2018-01-21 3:22:18,4487417,TRUE,GB,28,transferwise.com,GB,London
8709c7c8-a45d-422d-bf64-6941c7e23e77,2018-01-21 11:19:50,144056,TRUE,GB,62,btinternet.com,GB,Leigh
e099e44b-356f-4fab-9b6a-465726f2ec7f,2018-01-21 11:57:52,201295,TRUE,GB,66,hotmail.com,GB,Plymouth
18810081-b420-4737-86b9-1bd5c1675489,2018-01-21 12:41:23,1136220,TRUE,GB,55,gmail.com,GB,Chesham
9863cc43-fac0-4c34-be9f-4be295fbe728,2018-01-21 17:16:27,67925,TRUE,GB,36,gmail.com,GB,London
47dbfd88-658c-4801-96a4-1ecd08c71cd5,2018-01-21 19:27:47,91693,TRUE,GB,67,yahoo.co.uk,GB,Nottingham
a03aa7c2-6022-4d69-a710-b3c0475ac83a,2018-01-21 20:37:46,91389,TRUE,GB,51,jamescochrane.net,GB,London
8654f768-8eee-4e05-8a4c-e8dfa7533f61,2018-01-22 7:51:56,111622,TRUE,GB,43,gmail.com,GB,Maidenhead
b3038ddb-3c69-4a4b-8a79-bc46e398784a,2018-01-22 8:04:18,142751,TRUE,GB,54,mac.com,GB,Burntisland
